name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Carr, K.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Collins, J. M. A. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Colston, M. A.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Conroy, S. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Cook, P. F. S.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Cooney, B. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Crossin, P. M.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Crowley, R. A. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Evans, C. V.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Forshaw, M. G. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Gibbs, B.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Harradine, B. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Hogg, J.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Lees, M. H. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Mackay, S.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Margetts, D. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"McKiernan, J. P.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Murphy, S. M. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Murray, A.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"O'Brien, K. W. K. *",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Quirke, J. A.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Ray, R. F. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Reynolds, M.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Sherry, N. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Stott Despoja, N.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"West, S. M. ",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Woodley, J.",aye,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Abetz, E. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Boswell, R. L. D.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Brownhill, D. G. C. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Calvert, P. H.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Chapman, H. G. P. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Coonan, H.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Eggleston, A. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Ferguson, A. B.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Ferris, J. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Gibson, B. F.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Heffernan, W. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Herron, J.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Kemp, R. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Knowles, S. C.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Lightfoot, P. R. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Macdonald, I.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Macdonald, S. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"MacGibbon, D. J.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"McGauran, J. J. J. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Minchin, N. H.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Newman, J. M. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"O'Chee, W. G. *",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Parer, W. R. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Patterson, K. C. L.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Payne, M. A.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Reid, M. E.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Synon, K. M. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Tambling, G. E. J.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Tierney, J. ",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Troeth, J.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
"Watson, J. O. W.",no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
,no,Reference,"Environment, Communications, Information Technology and the Arts References Committee",1999-04-27,SENATE,Committees,7,2,0
