name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Adams, DGH",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Albanese, AN",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Bird, SL",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Bowen, CE",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Bradbury, DJ",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Brodtmann, G",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Burke, AE",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Burke, AS",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Butler, MC",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Byrne, AM",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Champion, ND",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Cheeseman, DL",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Clare, JD",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Combet, GI",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Crean, SF",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Danby, M",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"D'Ath, YM",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Dreyfus, MA",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Elliot, MJ",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Ellis, KM",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Emerson, CA",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Ferguson, LDT",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Fitzgibbon, JA",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
"Garrett, PR",aye,Carbon Pricing,MOTIONS,2011-11-23,HoR,MOTIONS,0,1,0
